"Domaine","Zone","Quartier","Bloc","Ilot","Nom du secteur fonctionnel","Niveau d'urbanisme","Description","Code Secteur Fonctionnel Interministériel","Nom Long","Eléments justifiants la création du secteur","Couleur","Indice de confiance"
"MAA","Enseignement Agricole","Répartition des moyens humains",,,"Répartition des moyens humains","Quartier","Le quartier décrit les fonctionnalité et les informations liées au processus de dotation des moyens humains et financiers en direction des établissement publics et privés.","C1DB-C4AA-5620-05FF","Interministériel::POS du SI des Services Publics Français::MAA::Enseignement Agricole::Répartition des moyens humains",,"Bleu",
"MAA","Enseignement Agricole","Animation et développement des territoires",,,"Animation et développement des territoires","Quartier","Le quartier décrit les fonctionnalité et les informations concernant l’animation des exploitations agricoles","C1DB-C4AB-5620-064A","Interministériel::POS du SI des Services Publics Français::MAA::Enseignement Agricole::Animation et développement des territoires",,"Bleu",
"MAA","Statistiques Agriculture","Méthodologie statistique d’une opération de collecte",,,"Méthodologie statistique d’une opération de collecte","Quartier","Le quartier couvre les processus de définition des besoins, de la conception et de la construction des enquêtes statistiques. Ce quartier couvre la phase d’identification du besoin statistique, les activités de développement. Il couvre également, la phase de développement et de conception, ainsi que tous les travaux de recherche associés, nécessaires pour définir les produits statistiques, les concepts, méthodologies, instruments de collecte et processus opérationnels. ","C1DB-C8FB-5620-0817","Interministériel::POS du SI des Services Publics Français::MAA::Statistiques Agriculture::Méthodologie statistique d’une opération de collecte",,"Bleu",
"MAA","Statistiques Agriculture","Analyse et traitements  statistiques des données de collecte",,,"Analyse et traitements  statistiques des données de collecte","Quartier","Le quartier couvre les phases de  traitement des données  et d’analyse.  La phase de traitement des données décrit l’apurement des données et leur préparation pour l'analyse. Elle est composée de sous-processus qui vérifient, apurent et transforment les données collectées. Dans la phase d’analyse, les statistiques sont produites, examinées en détail et préparées pour la diffusion. Cette phase comprend les sous-processus et activités qui permettent aux statisticiens analystes de comprendre les statistiques produites","C1DB-C8FC-5620-0837","Interministériel::POS du SI des Services Publics Français::MAA::Statistiques Agriculture::Analyse et traitements  statistiques des données de collecte",,"Bleu",
"MAA","Statistiques Agriculture","Collecte",,,"Collecte","Quartier","Le quartier couvre le processus de collecte qui permet de collecter toutes les données nécessaires, en utilisant différents modes de collecte (y compris des extractions à partir de répertoires et de bases de données administratifs ou statistiques), et de les charger dans le dispositif de stockage approprié.","C1DB-C8FC-5620-082E","Interministériel::POS du SI des Services Publics Français::MAA::Statistiques Agriculture::Collecte",,"Bleu",
"MAA","Statistiques Agriculture","Diffusion et communication",,,"Diffusion et communication","Quartier","Le quartier couvre la phase de diffusion qui gère la publication des produits statistiques pour les clients","C1DB-C8FC-5620-0862","Interministériel::POS du SI des Services Publics Français::MAA::Statistiques Agriculture::Diffusion et communication",,"Bleu",
"MAA","Statistiques Agriculture","Données référentiel statistiques",,,"Données référentiel statistiques","Quartier","Le quartier décrit les fonctionnalité et les informations liées aux données de référence à la zone statistique.","C1DB-C8FC-5620-0899","Interministériel::POS du SI des Services Publics Français::MAA::Statistiques Agriculture::Données référentiel statistiques",,"Bleu",
"MAA","Statistiques Agriculture","Évaluation, Bilan et Qualité",,,"Évaluation, Bilan et Qualité","Quartier","Le quartier décrit les fonctionnalité et les informations liées au processus de mesure de la qualité et la mise en ouevre d’un bilan à l’issue de la mise en oeuvre d’une enquête.","C1DB-C8FC-5620-0876","Interministériel::POS du SI des Services Publics Français::MAA::Statistiques Agriculture::Évaluation, Bilan et Qualité",,"Bleu",
"MAA","Agriculture et territoires ruraux","Aide",,,"Aide","Quartier","Ce quartier a pour objectif décrire les fonctions spécifiques à le gestion de la forêt publique","C1DB-D5BF-5620-09E9","Interministériel::POS du SI des Services Publics Français::MAA::Agriculture et territoires ruraux::Aide",,"Bleu",
"MAA","Forêt","Gestion de la forêt privée",,,"Gestion de la forêt privée","Quartier",,"C1DB-D5BF-5620-09AB","Interministériel::POS du SI des Services Publics Français::MAA::Forêt::Gestion de la forêt privée",,"Bleu",
"MAA","Forêt","Gestion de la forêt publique",,,"Gestion de la forêt publique","Quartier","Ce quartier a pour objectif décrire les fonctions spécifiques à le gestion de la forêt privée","C1DB-D5BF-5620-09C9","Interministériel::POS du SI des Services Publics Français::MAA::Forêt::Gestion de la forêt publique",,"Bleu",
"MAA","Agriculture et territoires ruraux","Gestion des calamités",,,"Gestion des calamités","Quartier","Ce quartier comporte les fonctionnalités liées à tout processus d’aide en direction agriculteurs (PAC, aide à l’installation des jeunes agriculteurs..)","C1DB-D5BF-5620-0A07","Interministériel::POS du SI des Services Publics Français::MAA::Agriculture et territoires ruraux::Gestion des calamités",,"Bleu",
"MAA","Agriculture et territoires ruraux","Certification environnementale agricole",,,"Certification environnementale agricole","Quartier","Ce quartier comporte les fonctionnalités liées à tout processus de gestion des calamités agricoles","C1DB-D5C0-5620-0A29","Interministériel::POS du SI des Services Publics Français::MAA::Agriculture et territoires ruraux::Certification environnementale agricole",,"Bleu",
"Ressources & Support","Rémunération","Pré-liquidation de la paie",,,"Pré-liquidation de la paie","Quartier","Permet de gérer la préparation de la paie: collecte des informations et des pièces justificatives nécessaires à transmettre à la TG","6835-6964-5627-2DFD","Interministériel::POS du SI des Services Publics Français::Ressources & Support::Rémunération::Pré-liquidation de la paie",,"Vert",
"Ressources & Support","Rémunération","Régime indemnitaire",,,"Régime indemnitaire","Quartier","Permet de gérer le calcul des indemnités dues àl’agent (en fonction des éléments présents dans son dossier et du paramétrage des règles de paie)","6835-6A14-5627-2E3E","Interministériel::POS du SI des Services Publics Français::Ressources & Support::Rémunération::Régime indemnitaire",,"Vert",
"Ressources & Support","Rémunération","Liquidation de la paie",,,"Liquidation de la paie","Quartier","Prise en compte des éléments indiciaire et indemnitaires pour le calcul effectif  de la paie ","6835-6A21-5627-2E6D","Interministériel::POS du SI des Services Publics Français::Ressources & Support::Rémunération::Liquidation de la paie",,"Vert",
"Ressources & Support","Rémunération","Gestion du retour paie",,,"Gestion du retour paie","Quartier","Permet de gérer les retours de paye (bulletins de paye, mouvements modifiés par le comptable, apurement, …)","6835-6A2D-5627-2E9C","Interministériel::POS du SI des Services Publics Français::Ressources & Support::Rémunération::Gestion du retour paie",,"Vert",
"Ressources & Support","Rémunération","Gestion du post-paie",,,"Gestion du post-paie","Quartier","Permet de gérer toute la partie déclarative suite à la réalisation de la paie (DSN, interface comptable, mutuelle, ..)","6835-6A39-5627-2ECB","Interministériel::POS du SI des Services Publics Français::Ressources & Support::Rémunération::Gestion du post-paie",,"Vert",
"Ressources & Support","Gestion du temps et des absences","Horaires variables",,,"Horaires variables","Quartier","Permet de gérer l'ensemble des fonctionnalités destinées au suivi et à la gestion des temps de présence des agents:_x000D_
-    gestion du badgeage_x000D_
-    calcul des plages de présences et  absences._x000D_
-    gestion des régularisations._x000D_
-    préparation et suivi des plannings agents.","6835-6B54-5627-3070","Interministériel::POS du SI des Services Publics Français::Ressources & Support::Gestion du temps et des absences::Horaires variables",,"Vert",
"Ressources & Support","Gestion du temps et des absences","Congés / Absences",,,"Congés / Absences","Quartier","Permet de suivre les différents types d'absence de l'agent et de gérer les droits associés à chaque type :_x000D_
-   Absence de type congés (Congés annuels, ARTT, fractionnement, …)_x000D_
-   Absence maladie (COM, CLM, CLD, CGM,..)_x000D_
-   Absences syndicales_x000D_
-   Autres absences (garde d'enfants malade,  ..)","6835-6B61-5627-309F","Interministériel::POS du SI des Services Publics Français::Ressources & Support::Gestion du temps et des absences::Congés / Absences",,"Vert",
"Ressources & Support","Gestion du temps et des absences","Compte Epargne Temps",,,"Compte Epargne Temps","Quartier","Permet de suivre et de gérer les opérations effectuées sur le compte épargne temps (pérenne et transitoire ):_x000D_
- versement, _x000D_
- consommation_x000D_
- choix d’option_x000D_
 _x000D_
Le Compte Epargne Temps permet à son titulaire d’accumuler des droits ouvrant plusieurs options En effet, le décret n° 2009-1065 du 28 août 2009 a élargi les options ouvertes en offrant aux agents de nouvelles possibilités d’utilisation des jours déposés sur leur Compte Epargne Temps. Le nouveau dispositif, permet, chaque année, de choisir d’épargner des jours pour les utiliser ultérieurement comme jours de congé, de se les faire indemniser ou encore de les placer en épargne-retraite sur la retraite additionnelle de la fonction publique (RAFP)._x000D_
 _x000D_
Il est ouvert à la demande de l’agent, qui est informé annuellement des droits épargnés et consommés._x000D_
Il est alimenté par le report de jours de réduction du temps de travail (ARTT), par le report de congés annuels, et le cas échéant, par le report des jours de repos compensateurs et des jours de fractionnement. _x000D_
 _x000D_
Les congés pris au titre du compte épargne-temps sont assimilés à une période d’activité. _x000D_
 _x000D_
En cas de mutation, de mise à disposition, de détachement ou de placement en position hors cadre auprès d’une administration de l’Etat ou d’un de ses établissements publics administratifs, l’agent conserve le bénéfice de son compte épargne-temps. Le CET est alors géré selon les règles de la structure d’accueil.","6835-6B6D-5627-30CE","Interministériel::POS du SI des Services Publics Français::Ressources & Support::Gestion du temps et des absences::Compte Epargne Temps",,"Vert",
